,token_id,rarity_rank,Background_value,Background_count,Hat_value,Hat_count,Mouth_value,Mouth_count,Eyes_value,Eyes_count,Fur_value,Fur_count,Clothes_value,Clothes_count,Earring_value,Earring_count
217,256,7004,Aquamarine,1266,,,Phoneme  ooo,255,Crazy,407,Brown,1370,Service,142.0,,
218,257,5619,Yellow,1283,Trippy Captain's Hat,65.0,Bored,2272,Bloodshot,846,Tan,626,Sleeveless T,252.0,,
219,258,5875,Blue,1242,Bayc Flipped Brim,231.0,Bored,2272,Sad,551,Cheetah,406,Bone Necklace,203.0,,
220,259,2553,Aquamarine,1266,Irish Boho,225.0,Grin,713,Zombie,308,Cheetah,406,Tweed Suit,141.0,,
221,260,7066,Aquamarine,1266,,,Tongue Out,202,Crazy,407,Brown,1370,Work Vest,188.0,,
222,261,5800,New Punk Blue,1232,S&m Hat,235.0,Bored Unshaven,1551,Robot,350,Cream,636,Sailor Shirt,284.0,,
223,262,8090,New Punk Blue,1232,,,Phoneme Vuh,333,Sleepy,751,Golden Brown,778,Wool Turtleneck,240.0,,
224,263,2172,New Punk Blue,1232,Party Hat 2,107.0,Bored Cigarette,710,Bloodshot,846,Black,1229,Smoking Jacket,221.0,Silver Hoop,882.0
225,264,201,Yellow,1283,Short Mohawk,318.0,Rage,266,Angry,432,Noise,155,Hawaiian,283.0,Gold Hoop,462.0
226,265,150,Yellow,1283,Baby's Bonnet,158.0,Bored Kazoo,74,Sleepy,751,Dark Brown,1352,Space Suit,105.0,Gold Stud,439.0
227,266,4080,Yellow,1283,Fez,377.0,Bored Bubblegum,119,Sunglasses,352,Robot,265,,,,
228,267,6418,Orange,1273,Beanie,578.0,Dumbfounded,505,Zombie,308,Black,1229,Sailor Shirt,284.0,,
229,268,6356,Yellow,1283,,,Bored Unshaven,1551,Wide Eyed,549,Blue,490,Biker Vest,253.0,Silver Hoop,882.0
230,269,9407,Purple,1291,,,Bored Unshaven,1551,3d,487,Brown,1370,Bone Necklace,203.0,,
231,270,3309,New Punk Blue,1232,Bayc Hat Black,228.0,Phoneme Wah,163,3d,487,Brown,1370,Toga,202.0,,
232,271,7540,New Punk Blue,1232,,,Phoneme Vuh,333,Wide Eyed,549,Cheetah,406,Striped Tee,412.0,,
233,272,5658,Orange,1273,,,Grin Gold Grill,91,Coins,479,Dark Brown,1352,Leather Punk Jacket,153.0,,
234,273,7672,Gray,1170,Fez,377.0,Bored,2272,Closed,710,Cream,636,Leather Jacket,206.0,,
235,274,1384,New Punk Blue,1232,Stuntman Helmet,157.0,Bored Unshaven,1551,Closed,710,Zombie,302,Bandolier,163.0,Silver Hoop,882.0
236,275,7858,Army Green,1243,Stuntman Helmet,157.0,Bored Unshaven,1551,Closed,710,Robot,265,,,,
237,276,4520,Yellow,1283,King's Crown,77.0,Phoneme Vuh,333,Closed,710,Zombie,302,,,,
238,277,2369,Blue,1242,Fisherman's Hat,345.0,Bored,2272,Blindfold,264,Dark Brown,1352,Sleeveless Logo T,144.0,Gold Stud,439.0
239,278,4113,Aquamarine,1266,Cowboy Hat,354.0,Bored,2272,Blindfold,264,Dark Brown,1352,Puffy Vest,227.0,Silver Hoop,882.0
240,279,4290,Army Green,1243,,,Bored Unshaven,1551,Scumbag,233,Black,1229,Service,142.0,Gold Hoop,462.0
241,280,5086,Purple,1291,Party Hat 2,107.0,Dumbfounded,505,Robot,350,White,397,,,,
242,281,1847,Army Green,1243,Army Hat,294.0,Bored,2272,Closed,710,Brown,1370,Cowboy Shirt,119.0,Cross,149.0
243,282,3991,Army Green,1243,Fisherman's Hat,345.0,Bored Kazoo,74,Bored,1714,Black,1229,Sleeveless Logo T,144.0,,
244,283,8495,Gray,1170,Sushi Chef Headband,187.0,Bored Unshaven,1551,Bored,1714,Dark Brown,1352,Tanktop,235.0,,
245,284,5888,Yellow,1283,Bayc Flipped Brim,231.0,Bored,2272,Coins,479,White,397,Guayabera,232.0,,
246,285,1803,Blue,1242,S&m Hat,235.0,Bored Unshaven Pipe,101,Bored,1714,Black,1229,Biker Vest,253.0,Silver Hoop,882.0
247,286,2228,Aquamarine,1266,Bayc Hat Black,228.0,Small Grin,272,Blindfold,264,Cheetah,406,Black T,334.0,,
248,287,752,Aquamarine,1266,Short Mohawk,318.0,Phoneme Vuh,333,Closed,710,Dmt,215,Vietnam Jacket,224.0,Silver Hoop,882.0
249,288,626,Orange,1273,Cowboy Hat,354.0,Bored Cigar,121,Bloodshot,846,Black,1229,Biker Vest,253.0,Diamond Stud,222.0
250,289,1926,Aquamarine,1266,Prussian Helmet,130.0,Small Grin,272,X Eyes,243,Black,1229,Caveman Pelt,163.0,,
251,290,1229,Purple,1291,Safari,182.0,Bored Cigar,121,Angry,432,Gray,496,Stunt Jacket,178.0,,
252,291,3653,Purple,1291,Bayc Hat Black,228.0,Grin,713,Bloodshot,846,Dmt,215,Bone Necklace,203.0,,
253,293,1421,Blue,1242,Horns,252.0,Phoneme Oh,237,Angry,432,Cream,636,Kings Robe,68.0,,
254,294,665,New Punk Blue,1232,Fisherman's Hat,345.0,Bored Cigar,121,Sad,551,Trippy,77,Vietnam Jacket,224.0,,
255,295,3705,New Punk Blue,1232,Safari,182.0,Bored,2272,X Eyes,243,White,397,Caveman Pelt,163.0,,
256,298,3357,Yellow,1283,,,Bored Unshaven Pipe,101,Bloodshot,846,Dmt,215,Cowboy Shirt,119.0,,
257,299,3853,Gray,1170,S&m Hat,235.0,Rage,266,Bored,1714,Blue,490,Tie Dye,144.0,,
258,300,9546,Yellow,1283,Bayc Hat Black,228.0,Bored,2272,Coins,479,Brown,1370,,,,
259,301,6789,Army Green,1243,Commie Hat,304.0,Bored,2272,Crazy,407,Pink,511,Sailor Shirt,284.0,,
260,302,3810,Army Green,1243,Fez,377.0,Phoneme Oh,237,Sunglasses,352,Black,1229,Stunt Jacket,178.0,,
261,303,8244,Gray,1170,,,Bored,2272,Hypnotized,220,Golden Brown,778,Service,142.0,,
262,304,8198,New Punk Blue,1232,,,Grin,713,Angry,432,Gray,496,Black T,334.0,,
263,305,9875,Gray,1170,Horns,252.0,Bored,2272,Bored,1714,Black,1229,,,,
264,306,1598,Blue,1242,,,Bored Kazoo,74,Wide Eyed,549,Golden Brown,778,Hawaiian,283.0,Gold Hoop,462.0
265,307,5911,Purple,1291,Army Hat,294.0,Bored,2272,3d,487,Pink,511,Bayc T Red,140.0,,
266,308,6706,Purple,1291,,,Bored Unshaven,1551,3d,487,Black,1229,Service,142.0,Silver Hoop,882.0
267,309,9810,Gray,1170,,,Bored,2272,Blindfold,264,Cream,636,,,,
268,310,2030,Purple,1291,Sea Captain's Hat,304.0,Bored Cigar,121,Closed,710,Blue,490,Sleeveless Logo T,144.0,,
269,311,8405,New Punk Blue,1232,,,Bored Unshaven Cigarette,438,Bored,1714,Gray,496,Caveman Pelt,163.0,,
270,312,8124,Aquamarine,1266,Bayc Flipped Brim,231.0,Bored,2272,3d,487,Black,1229,Black T,334.0,,
271,313,6964,Aquamarine,1266,Bayc Hat Black,228.0,Bored Unshaven,1551,Bored,1714,Pink,511,Tie Dye,144.0,,
272,314,2890,Aquamarine,1266,Beanie,578.0,Bored Unshaven Cigarette,438,Bored,1714,Golden Brown,778,Caveman Pelt,163.0,Gold Hoop,462.0
273,315,2088,Purple,1291,Vietnam Era Helmet,223.0,Grin,713,Cyborg,108,Pink,511,,,Silver Stud,823.0
274,316,3002,Army Green,1243,Bowler,262.0,Bored,2272,Bored,1714,Noise,155,Bone Necklace,203.0,Silver Hoop,882.0
275,317,6156,New Punk Blue,1232,Bayc Hat Black,228.0,Dumbfounded,505,Sleepy,751,Golden Brown,778,Striped Tee,412.0,,
276,318,7522,Purple,1291,,,Dumbfounded,505,Sleepy,751,Zombie,302,Sleeveless T,252.0,,
277,319,1734,New Punk Blue,1232,Party Hat 2,107.0,Grin Gold Grill,91,Bored,1714,Pink,511,Stunt Jacket,178.0,,
278,320,874,Purple,1291,Halo,324.0,Small Grin,272,Scumbag,233,Golden Brown,778,Hawaiian,283.0,Silver Stud,823.0
279,321,6512,New Punk Blue,1232,,,Bored,2272,Sleepy,751,Cheetah,406,Navy Striped Tee,334.0,Gold Hoop,462.0
280,322,5118,Purple,1291,Fisherman's Hat,345.0,Phoneme  ooo,255,Bloodshot,846,Dark Brown,1352,Tie Dye,144.0,,
281,323,4914,Army Green,1243,Beanie,578.0,Bored Unshaven Cigarette,438,Zombie,308,Golden Brown,778,Smoking Jacket,221.0,,
282,324,9954,New Punk Blue,1232,,,Bored Unshaven Cigarette,438,Bored,1714,Dark Brown,1352,,,,
283,325,5154,Aquamarine,1266,Cowboy Hat,354.0,Bored,2272,Blindfold,264,Gray,496,Sleeveless Logo T,144.0,,
284,326,5497,New Punk Blue,1232,Horns,252.0,Bored,2272,Closed,710,Gray,496,Blue Dress,95.0,,
285,327,9130,Yellow,1283,,,Bored,2272,Wide Eyed,549,Red,474,,,Silver Hoop,882.0
286,328,4542,Orange,1273,Halo,324.0,Dumbfounded,505,Bored,1714,Brown,1370,Tanktop,235.0,Silver Stud,823.0
287,329,7807,Army Green,1243,Seaman's Hat,420.0,Bored,2272,Heart,394,Golden Brown,778,Sailor Shirt,284.0,,
288,330,7150,New Punk Blue,1232,,,Phoneme L,241,Sad,551,Black,1229,Service,142.0,,
289,331,5559,Aquamarine,1266,Seaman's Hat,420.0,Grin,713,Scumbag,233,Brown,1370,Toga,202.0,,
290,332,6563,Yellow,1283,,,Discomfort,208,3d,487,Cream,636,Tuxedo Tee,235.0,,
291,333,1425,Yellow,1283,Baby's Bonnet,158.0,Tongue Out,202,Closed,710,Cheetah,406,,,Gold Stud,439.0
292,334,126,Yellow,1283,Bayc Hat Red,119.0,Bored Unshaven,1551,Angry,432,Death Bot,175,Vietnam Jacket,224.0,Cross,149.0
293,335,8118,Orange,1273,Bunny Ears,195.0,Bored,2272,Bloodshot,846,Dark Brown,1352,Black Holes T,205.0,,
294,336,3424,Aquamarine,1266,,,Grin,713,Coins,479,Dmt,215,Biker Vest,253.0,Silver Hoop,882.0
295,337,309,New Punk Blue,1232,Bowler,262.0,Jovial,296,Scumbag,233,Brown,1370,Navy Striped Tee,334.0,Cross,149.0
296,338,2066,New Punk Blue,1232,Fez,377.0,Phoneme Vuh,333,3d,487,Golden Brown,778,Black T,334.0,Silver Hoop,882.0
297,339,8972,Army Green,1243,Bayc Hat Black,228.0,Phoneme  ooo,255,Bored,1714,Dark Brown,1352,,,,
298,340,3196,Blue,1242,Fez,377.0,Bored Unshaven,1551,Sleepy,751,Brown,1370,Wool Turtleneck,240.0,Diamond Stud,222.0
299,342,3620,Orange,1273,Bayc Flipped Brim,231.0,Bored Pipe,132,Bloodshot,846,Black,1229,Work Vest,188.0,,
300,343,4353,Yellow,1283,Party Hat 2,107.0,Bored,2272,Coins,479,Dark Brown,1352,,,Diamond Stud,222.0
301,344,7222,New Punk Blue,1232,Irish Boho,225.0,Bored,2272,Eyepatch,333,Brown,1370,Tuxedo Tee,235.0,,
302,345,7366,Army Green,1243,Girl's Hair Short,150.0,Bored,2272,Wide Eyed,549,Golden Brown,778,Striped Tee,412.0,,
303,346,3926,Aquamarine,1266,Vietnam Era Helmet,223.0,Bored Bubblegum,119,Bored,1714,Cream,636,Sleeveless T,252.0,,
304,347,4617,Gray,1170,Bayc Hat Red,119.0,Bored Dagger,49,Bored,1714,Cream,636,,,,
305,348,1831,New Punk Blue,1232,Baby's Bonnet,158.0,Grin Gold Grill,91,Bloodshot,846,Red,474,Sailor Shirt,284.0,,
306,349,6965,Gray,1170,,,Bored Unshaven Pipe,101,Sleepy,751,Brown,1370,Leather Jacket,206.0,,
307,350,427,Aquamarine,1266,Baby's Bonnet,158.0,Bored,2272,Coins,479,Pink,511,Black Suit,42.0,Gold Hoop,462.0
308,351,4772,Gray,1170,S&m Hat,235.0,Bored Unshaven Cigarette,438,Eyepatch,333,Dark Brown,1352,Hawaiian,283.0,,
309,352,347,Yellow,1283,Girl's Hair Short,150.0,Phoneme  ooo,255,Eyepatch,333,Brown,1370,Caveman Pelt,163.0,Gold Hoop,462.0
310,353,3001,Aquamarine,1266,Bandana Blue,89.0,Tongue Out,202,Bored,1714,Tan,626,Black Holes T,205.0,,
311,354,637,Aquamarine,1266,Baby's Bonnet,158.0,Bored,2272,Hypnotized,220,Golden Brown,778,Blue Dress,95.0,Gold Stud,439.0
312,355,9166,Yellow,1283,,,Dumbfounded,505,Bored,1714,Pink,511,Navy Striped Tee,334.0,,
313,356,6236,Purple,1291,,,Phoneme Wah,163,Sleepy,751,Gray,496,Bone Necklace,203.0,,
314,357,6917,Army Green,1243,Bowler,262.0,Bored,2272,Zombie,308,Dark Brown,1352,Stunt Jacket,178.0,,
315,358,1875,New Punk Blue,1232,,,Bored Cigarette,710,X Eyes,243,Noise,155,Wool Turtleneck,240.0,Silver Stud,823.0
316,359,9159,Blue,1242,,,Bored,2272,Coins,479,Blue,490,Hawaiian,283.0,,
317,360,1597,Yellow,1283,Bayc Flipped Brim,231.0,Bored Unshaven Bubblegum,65,Zombie,308,Brown,1370,Toga,202.0,,
318,361,3382,New Punk Blue,1232,Fez,377.0,Bored Cigarette,710,Coins,479,Pink,511,Pimp Coat,80.0,,
319,362,6459,Gray,1170,Bayc Hat Black,228.0,Grin,713,Sleepy,751,Black,1229,Guayabera,232.0,,
320,363,2395,Orange,1273,Laurel Wreath,72.0,Grin,713,Wide Eyed,549,Robot,265,Black T,334.0,,
321,364,3159,New Punk Blue,1232,Sushi Chef Headband,187.0,Grin,713,Closed,710,Cheetah,406,,,Gold Stud,439.0
322,365,5816,Aquamarine,1266,Commie Hat,304.0,Bored,2272,Coins,479,Red,474,Tie Dye,144.0,,
323,367,4232,Aquamarine,1266,Horns,252.0,Jovial,296,Sleepy,751,Red,474,Black T,334.0,,
324,368,6590,Orange,1273,Sea Captain's Hat,304.0,Bored,2272,Wide Eyed,549,White,397,Guayabera,232.0,,
325,369,9114,Purple,1291,Beanie,578.0,Bored,2272,Sleepy,751,Dark Brown,1352,Bone Tee,230.0,,
326,371,6248,Blue,1242,,,Dumbfounded,505,X Eyes,243,Golden Brown,778,Rainbow Suspenders,135.0,,
327,373,9063,Gray,1170,,,Bored Unshaven,1551,Zombie,308,Dark Brown,1352,Bayc T Black,215.0,,
328,374,535,Army Green,1243,Baby's Bonnet,158.0,Bored Cigarette,710,Coins,479,Golden Brown,778,Guayabera,232.0,Diamond Stud,222.0
329,375,9165,Purple,1291,,,Bored Unshaven,1551,Wide Eyed,549,Golden Brown,778,,,Silver Stud,823.0
330,376,1363,Yellow,1283,Fez,377.0,Bored Unshaven,1551,Crazy,407,Golden Brown,778,Sleeveless T,252.0,Cross,149.0
331,377,3987,New Punk Blue,1232,Sushi Chef Headband,187.0,Grin,713,X Eyes,243,Dark Brown,1352,Stunt Jacket,178.0,,
332,378,657,Orange,1273,Irish Boho,225.0,Bored Cigarette,710,Sleepy,751,Dmt,215,Tuxedo Tee,235.0,Gold Stud,439.0
333,380,5908,Yellow,1283,Seaman's Hat,420.0,Jovial,296,Bored,1714,Pink,511,Bayc T Black,215.0,,
334,381,9617,Purple,1291,,,Grin,713,Bored,1714,Black,1229,Vietnam Jacket,224.0,,
335,382,3778,Army Green,1243,Sea Captain's Hat,304.0,Phoneme Vuh,333,Coins,479,Dark Brown,1352,Prom Dress,103.0,,
336,384,576,Orange,1273,Stuntman Helmet,157.0,Bored Unshaven,1551,Sleepy,751,Robot,265,Prom Dress,103.0,Gold Hoop,462.0
337,385,9646,Army Green,1243,,,Bored,2272,Bloodshot,846,Golden Brown,778,Sleeveless T,252.0,,
338,386,2484,Yellow,1283,Bowler,262.0,Bored Dagger,49,Sleepy,751,Black,1229,Vietnam Jacket,224.0,,
339,387,2271,Blue,1242,Safari,182.0,Rage,266,Wide Eyed,549,Tan,626,Bayc T Red,140.0,,
340,388,4000,Purple,1291,Army Hat,294.0,Tongue Out,202,Crazy,407,Black,1229,Sleeveless T,252.0,,
341,389,6582,Gray,1170,Seaman's Hat,420.0,Bored,2272,Hypnotized,220,Cream,636,Hawaiian,283.0,,
342,390,8506,Orange,1273,Vietnam Era Helmet,223.0,Bored Unshaven,1551,Sleepy,751,Brown,1370,Striped Tee,412.0,,
343,391,2414,Yellow,1283,,,Grin Multicolored,116,Sad,551,Golden Brown,778,Stunt Jacket,178.0,Silver Hoop,882.0
344,392,7671,Gray,1170,Commie Hat,304.0,Bored,2272,Robot,350,Brown,1370,Wool Turtleneck,240.0,,
345,393,247,New Punk Blue,1232,Horns,252.0,Phoneme L,241,Wide Eyed,549,Dmt,215,Caveman Pelt,163.0,Silver Stud,823.0
346,395,3745,New Punk Blue,1232,Vietnam Era Helmet,223.0,Bored Unshaven Cigarette,438,3d,487,Cream,636,Smoking Jacket,221.0,,
347,397,9939,Yellow,1283,,,Bored Cigarette,710,Bloodshot,846,Brown,1370,,,,
348,400,1483,Army Green,1243,Fisherman's Hat,345.0,Phoneme Wah,163,Cyborg,108,Dark Brown,1352,Tie Dye,144.0,,
349,401,7952,New Punk Blue,1232,Bayc Hat Black,228.0,Bored,2272,Bored,1714,Red,474,,,Silver Stud,823.0
350,402,7824,Aquamarine,1266,,,Bored Cigarette,710,Closed,710,Pink,511,Service,142.0,,
351,403,4607,Orange,1273,Bowler,262.0,Phoneme Vuh,333,Closed,710,Black,1229,Sleeveless Logo T,144.0,,
352,404,2614,Gray,1170,Seaman's Hat,420.0,Discomfort,208,Closed,710,Noise,155,Black T,334.0,,
353,405,1659,Orange,1273,Bandana Blue,89.0,Bored Unshaven Cigarette,438,Heart,394,Robot,265,Black T,334.0,,
354,406,902,Purple,1291,Baby's Bonnet,158.0,Grin Gold Grill,91,Eyepatch,333,Gray,496,Bone Tee,230.0,,
355,407,2801,Gray,1170,Short Mohawk,318.0,Dumbfounded,505,Sleepy,751,Brown,1370,Stunt Jacket,178.0,Silver Hoop,882.0
356,408,8977,Army Green,1243,Halo,324.0,Bored,2272,Bloodshot,846,Black,1229,Navy Striped Tee,334.0,,
357,409,4757,Orange,1273,Girl's Hair Pink,105.0,Phoneme L,241,3d,487,Pink,511,,,,
358,410,6275,Purple,1291,,,Bored Pipe,132,Closed,710,Tan,626,Bayc T Black,215.0,,
359,411,8522,Yellow,1283,Fez,377.0,Bored Unshaven,1551,Bored,1714,Tan,626,Prison Jumpsuit,235.0,,
360,412,1869,Purple,1291,Safari,182.0,Phoneme Oh,237,Eyepatch,333,Golden Brown,778,Sleeveless Logo T,144.0,,
361,416,628,New Punk Blue,1232,Bowler,262.0,Bored Unshaven Cigarette,438,Coins,479,Brown,1370,Guayabera,232.0,Cross,149.0
362,417,9219,New Punk Blue,1232,Bayc Hat Black,228.0,Bored,2272,Sleepy,751,Pink,511,,,,
363,418,6311,Blue,1242,,,Jovial,296,Sleepy,751,Pink,511,,,Gold Stud,439.0
364,419,8407,New Punk Blue,1232,Sushi Chef Headband,187.0,Bored,2272,Hypnotized,220,Golden Brown,778,,,,
365,421,2932,Army Green,1243,Trippy Captain's Hat,65.0,Dumbfounded,505,Heart,394,Black,1229,Wool Turtleneck,240.0,,
366,422,9733,Aquamarine,1266,,,Bored Unshaven,1551,Crazy,407,Cheetah,406,,,,
367,423,8023,Purple,1291,Seaman's Hat,420.0,Bored,2272,Bored,1714,Death Bot,175,Navy Striped Tee,334.0,,
368,424,372,Yellow,1283,Halo,324.0,Grin Gold Grill,91,3d,487,Golden Brown,778,Hawaiian,283.0,Gold Hoop,462.0
369,425,4091,Blue,1242,S&m Hat,235.0,Bored Unshaven,1551,Wide Eyed,549,Death Bot,175,Tanktop,235.0,,
370,426,2001,Orange,1273,Faux Hawk,136.0,Bored Pipe,132,Heart,394,Tan,626,Striped Tee,412.0,,
371,427,3902,Aquamarine,1266,,,Grin Gold Grill,91,Bored,1714,Brown,1370,Puffy Vest,227.0,Gold Hoop,462.0
372,428,6516,Orange,1273,,,Bored Unshaven,1551,Sad,551,Cream,636,Guayabera,232.0,Silver Stud,823.0
373,429,9255,Orange,1273,,,Bored Cigarette,710,Bloodshot,846,Black,1229,Bone Tee,230.0,,
374,430,4690,Gray,1170,Bayc Flipped Brim,231.0,Grin,713,Coins,479,Tan,626,Sleeveless T,252.0,,
375,431,3613,Army Green,1243,Army Hat,294.0,Bored Unshaven,1551,Heart,394,Dark Brown,1352,Lumberjack Shirt,213.0,Silver Stud,823.0
376,432,3480,Purple,1291,Vietnam Era Helmet,223.0,Phoneme Wah,163,Angry,432,Dark Brown,1352,Biker Vest,253.0,,
377,433,3704,New Punk Blue,1232,Party Hat 1,120.0,Phoneme Oh,237,Bored,1714,Tan,626,Lumberjack Shirt,213.0,,
378,434,6424,Blue,1242,,,Bored,2272,Wide Eyed,549,White,397,Bone Tee,230.0,Silver Hoop,882.0
379,436,6599,New Punk Blue,1232,Bowler,262.0,Bored,2272,Bored,1714,Death Bot,175,Bone Necklace,203.0,,
380,437,1490,Aquamarine,1266,Short Mohawk,318.0,Bored Cigarette,710,Sunglasses,352,Gray,496,Biker Vest,253.0,Silver Stud,823.0
381,438,7093,Purple,1291,Bayc Flipped Brim,231.0,Bored Unshaven,1551,3d,487,Dark Brown,1352,Bone Necklace,203.0,,
382,439,7006,Purple,1291,Beanie,578.0,Bored,2272,Bored,1714,Dark Brown,1352,Prison Jumpsuit,235.0,Gold Stud,439.0
383,440,4501,Gray,1170,Girl's Hair Pink,105.0,Bored Unshaven,1551,Angry,432,Cream,636,Sleeveless T,252.0,,
384,441,349,Blue,1242,Bunny Ears,195.0,Bored Cigarette,710,Blue Beams,49,Death Bot,175,Bandolier,163.0,,
385,442,7506,Army Green,1243,Fisherman's Hat,345.0,Bored Unshaven,1551,Angry,432,Black,1229,Tuxedo Tee,235.0,,
386,443,6256,New Punk Blue,1232,Fez,377.0,Bored Unshaven Cigarette,438,Holographic,151,Tan,626,,,,
387,445,2052,Blue,1242,Safari,182.0,Bored,2272,Blindfold,264,Black,1229,Smoking Jacket,221.0,Gold Hoop,462.0
388,447,7923,Yellow,1283,Fisherman's Hat,345.0,Bored,2272,Sleepy,751,Tan,626,,,Silver Hoop,882.0
389,448,1996,Orange,1273,,,Bored Unshaven,1551,Hypnotized,220,White,397,Blue Dress,95.0,Gold Stud,439.0
390,449,7209,Yellow,1283,Seaman's Hat,420.0,Bored Cigarette,710,Bored,1714,Tan,626,Bandolier,163.0,,
391,452,9732,Purple,1291,Seaman's Hat,420.0,Bored,2272,Angry,432,Brown,1370,,,,
392,453,413,Gray,1170,Sushi Chef Headband,187.0,Bored Pipe,132,Bored,1714,Cream,636,Tweed Suit,141.0,Gold Hoop,462.0
393,454,2663,Army Green,1243,Short Mohawk,318.0,Bored,2272,Blindfold,264,Brown,1370,Blue Dress,95.0,Silver Hoop,882.0
394,455,7866,Blue,1242,Seaman's Hat,420.0,Bored,2272,Sleepy,751,Pink,511,,,Silver Hoop,882.0
395,456,225,New Punk Blue,1232,Baby's Bonnet,158.0,Bored Unshaven Kazoo,61,Robot,350,Dark Brown,1352,Vietnam Jacket,224.0,Silver Stud,823.0
396,457,909,Purple,1291,Sea Captain's Hat,304.0,Bored Unshaven,1551,Angry,432,Dark Brown,1352,Blue Dress,95.0,Cross,149.0
397,460,6629,Orange,1273,Faux Hawk,136.0,Phoneme Vuh,333,Bloodshot,846,Gray,496,,,,
398,462,6082,Orange,1273,Sea Captain's Hat,304.0,Bored Cigarette,710,Blindfold,264,Dark Brown,1352,Navy Striped Tee,334.0,,
399,463,4262,Aquamarine,1266,Halo,324.0,Bored Cigarette,710,Laser Eyes,69,Zombie,302,,,,
400,464,216,Orange,1273,Seaman's Hat,420.0,Bored Cigar,121,Scumbag,233,Tan,626,Bone Tee,230.0,Gold Hoop,462.0
401,465,6701,Blue,1242,Horns,252.0,Grin,713,Bored,1714,Gray,496,Biker Vest,253.0,,
402,466,4308,Purple,1291,,,Phoneme Oh,237,Cyborg,108,Black,1229,Hip Hop,128.0,,
403,467,9660,Purple,1291,S&m Hat,235.0,Bored,2272,Bored,1714,Gray,496,,,,
404,468,9773,Army Green,1243,,,Bored,2272,Bored,1714,Golden Brown,778,Work Vest,188.0,,
405,470,5452,Blue,1242,Bunny Ears,195.0,Bored,2272,Bored,1714,Tan,626,Black T,334.0,Silver Stud,823.0
406,472,2788,Blue,1242,Short Mohawk,318.0,Discomfort,208,Blindfold,264,Brown,1370,Tie Dye,144.0,,
407,474,1351,Gray,1170,Fisherman's Hat,345.0,Bored Bubblegum,119,Sleepy,751,Brown,1370,Toga,202.0,Silver Hoop,882.0
408,475,8745,Gray,1170,Bayc Hat Black,228.0,Bored Cigarette,710,3d,487,Brown,1370,,,,
409,476,6334,Gray,1170,,,Grin Multicolored,116,Bored,1714,Pink,511,Service,142.0,,
410,477,5848,New Punk Blue,1232,Ww2 Pilot Helm,110.0,Bored,2272,Angry,432,Black,1229,Stunt Jacket,178.0,,
411,478,5808,Aquamarine,1266,Commie Hat,304.0,Bored Unshaven,1551,Coins,479,Golden Brown,778,Hip Hop,128.0,,
412,479,8836,Purple,1291,S&m Hat,235.0,Bored Cigarette,710,Bloodshot,846,Golden Brown,778,,,,
413,480,5766,Army Green,1243,,,Bored Pipe,132,Bloodshot,846,Tan,626,Tweed Suit,141.0,,
414,481,368,Purple,1291,,,Bored Unshaven Dagger,28,3d,487,Blue,490,Bayc T Black,215.0,Gold Stud,439.0
415,482,8236,Blue,1242,Seaman's Hat,420.0,Bored,2272,Wide Eyed,549,Brown,1370,Bandolier,163.0,,
416,483,4422,Gray,1170,Sea Captain's Hat,304.0,Bored Unshaven,1551,Angry,432,Dark Brown,1352,Navy Striped Tee,334.0,Silver Stud,823.0
417,484,5580,Purple,1291,S&m Hat,235.0,Jovial,296,Bored,1714,Dark Brown,1352,Cowboy Shirt,119.0,,
418,485,9960,Yellow,1283,,,Bored,2272,Eyepatch,333,Brown,1370,,,,
419,486,8406,Yellow,1283,Fisherman's Hat,345.0,Bored Unshaven,1551,Bloodshot,846,Dark Brown,1352,Bayc T Black,215.0,,
420,487,4673,Blue,1242,S&m Hat,235.0,Bored Unshaven Cigarette,438,Sleepy,751,Tan,626,Wool Turtleneck,240.0,,
421,488,3475,Blue,1242,Prussian Helmet,130.0,Bored Pizza,50,Closed,710,Cream,636,,,,
422,489,6306,Orange,1273,Commie Hat,304.0,Bored Unshaven,1551,Bored,1714,Noise,155,Tanktop,235.0,,
423,490,834,New Punk Blue,1232,Fez,377.0,Grin Multicolored,116,Bloodshot,846,Cream,636,Stunt Jacket,178.0,Silver Hoop,882.0
424,491,575,Blue,1242,Baby's Bonnet,158.0,Grin Gold Grill,91,Bored,1714,Blue,490,Smoking Jacket,221.0,Silver Hoop,882.0
425,492,6951,Aquamarine,1266,Army Hat,294.0,Grin,713,Wide Eyed,549,Dark Brown,1352,Sailor Shirt,284.0,,
426,493,590,Army Green,1243,Beanie,578.0,Bored Unshaven Cigar,94,Wide Eyed,549,Black,1229,Sleeveless Logo T,144.0,Gold Hoop,462.0
427,500,7702,Blue,1242,Army Hat,294.0,Bored Cigarette,710,Coins,479,Cheetah,406,,,,
428,501,1356,Blue,1242,Cowboy Hat,354.0,Bored Bubblegum,119,Hypnotized,220,Gray,496,Smoking Jacket,221.0,,
429,502,9683,New Punk Blue,1232,,,Bored,2272,Closed,710,Brown,1370,Work Vest,188.0,,
430,503,7482,Blue,1242,Ww2 Pilot Helm,110.0,Bored,2272,Bloodshot,846,Black,1229,Biker Vest,253.0,,
431,504,7152,Aquamarine,1266,Beanie,578.0,Bored Party Horn,88,Angry,432,Black,1229,,,,
432,505,4503,Aquamarine,1266,Vietnam Era Helmet,223.0,Rage,266,Sunglasses,352,Robot,265,,,,
